Multisite,"Plugin Folder","Tracked Item Slug",Category,"Signal Type",Notes,"Source Multisites","Source Row Count","Plugin Activation","Matches Found",Confidence,Action,"Matched By","Sample URLs","Lookup Error"
utahcancerprod.wpenginepowered.com,uu-law-directory,uu-law-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
utahcancerprod.wpenginepowered.com,uu-marquee-widget,uu-marquee-widget-classic,"Standalone/classic widget",classic_widget_id,"Classic widget usage","Capitol Reef | Zion",2,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
utahcancerprod.wpenginepowered.com,uu-pathify-login,uu-pathify-login,"Standalone plugin",shortcode,"Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
utahcancerprod.wpenginepowered.com,uu-physics-directory,uu-physics-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
utahcancerprod.wpenginepowered.com,uu-unity-forms,uu-unity-forms,"Standalone plugin","page template","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
utahpips.org,utah-banner-widget,utah-banner-widget,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
utahpips.org,utah-columns,utah-columns,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
utahpips.org,utah-simple-link-list,utah-simple-link-list,"Standalone/classic widget",classic_widget_id,"Legacy classic widget","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
utahpips.org,uu-available-technologies,uu-available-technologies,"Standalone plugin","shortcode + page slug","Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
utahpips.org,uu-biology-directory,uu-biology-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
utahpips.org,uu-custom-post-feed,uu-custom-post-feed,"Standalone plugin","shortcode + classic_widget_id","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
utahpips.org,uu-email-signature-form,uu-email-signature-form,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
utahpips.org,uu-housing-rate-calculator,uu-housing-rate-calculator,"Standalone plugin","shortcode/content marker","Legacy plugin","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
utahpips.org,uu-informatics-course-search,uu-informatics-course-search,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
utahpips.org,uu-law-directory,uu-law-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
utahpips.org,uu-marquee-widget,uu-marquee-widget-classic,"Standalone/classic widget",classic_widget_id,"Classic widget usage","Capitol Reef | Zion",2,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
utahpips.org,uu-pathify-login,uu-pathify-login,"Standalone plugin",shortcode,"Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
utahpips.org,uu-physics-directory,uu-physics-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
utahpips.org,uu-unity-forms,uu-unity-forms,"Standalone plugin","page template","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
uutraining.wpenginepowered.com,utah-banner-widget,utah-banner-widget,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,Unknown,Error,Low,Review,,,"Unable to fetch JSON from remote tracker."
uutraining.wpenginepowered.com,utah-columns,utah-columns,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,Unknown,Error,Low,Review,,,"Unable to fetch JSON from remote tracker."
uutraining.wpenginepowered.com,utah-simple-link-list,utah-simple-link-list,"Standalone/classic widget",classic_widget_id,"Legacy classic widget","Capitol Reef",1,Unknown,Error,Low,Review,,,"Unable to fetch JSON from remote tracker."
uutraining.wpenginepowered.com,uu-available-technologies,uu-available-technologies,"Standalone plugin","shortcode + page slug","Legacy plugin",Bryce,1,Unknown,Error,Low,Review,,,"Unable to fetch JSON from remote tracker."
uutraining.wpenginepowered.com,uu-biology-directory,uu-biology-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,Unknown,Error,Low,Review,,,"Unable to fetch JSON from remote tracker."
uutraining.wpenginepowered.com,uu-custom-post-feed,uu-custom-post-feed,"Standalone plugin","shortcode + classic_widget_id","Legacy plugin",Zion,1,Unknown,Error,Low,Review,,,"Unable to fetch JSON from remote tracker."
uutraining.wpenginepowered.com,uu-email-signature-form,uu-email-signature-form,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,Unknown,Error,Low,Review,,,"Unable to fetch JSON from remote tracker."
uutraining.wpenginepowered.com,uu-housing-rate-calculator,uu-housing-rate-calculator,"Standalone plugin","shortcode/content marker","Legacy plugin","Capitol Reef",1,Unknown,Error,Low,Review,,,"Unable to fetch JSON from remote tracker."
uutraining.wpenginepowered.com,uu-informatics-course-search,uu-informatics-course-search,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,Unknown,Error,Low,Review,,,"Unable to fetch JSON from remote tracker."
uutraining.wpenginepowered.com,uu-law-directory,uu-law-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,Unknown,Error,Low,Review,,,"Unable to fetch JSON from remote tracker."
uutraining.wpenginepowered.com,uu-marquee-widget,uu-marquee-widget-classic,"Standalone/classic widget",classic_widget_id,"Classic widget usage","Capitol Reef | Zion",2,Unknown,Error,Low,Review,,,"Unable to fetch JSON from remote tracker."
uutraining.wpenginepowered.com,uu-pathify-login,uu-pathify-login,"Standalone plugin",shortcode,"Legacy plugin",Bryce,1,Unknown,Error,Low,Review,,,"Unable to fetch JSON from remote tracker."
uutraining.wpenginepowered.com,uu-physics-directory,uu-physics-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,Unknown,Error,Low,Review,,,"Unable to fetch JSON from remote tracker."
uutraining.wpenginepowered.com,uu-unity-forms,uu-unity-forms,"Standalone plugin","page template","Legacy plugin",Zion,1,Unknown,Error,Low,Review,,,"Unable to fetch JSON from remote tracker."
venues.utah.edu,utah-banner-widget,utah-banner-widget,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
venues.utah.edu,utah-columns,utah-columns,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
venues.utah.edu,utah-simple-link-list,utah-simple-link-list,"Standalone/classic widget",classic_widget_id,"Legacy classic widget","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
venues.utah.edu,uu-available-technologies,uu-available-technologies,"Standalone plugin","shortcode + page slug","Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
venues.utah.edu,uu-biology-directory,uu-biology-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
venues.utah.edu,uu-custom-post-feed,uu-custom-post-feed,"Standalone plugin","shortcode + classic_widget_id","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
venues.utah.edu,uu-email-signature-form,uu-email-signature-form,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
venues.utah.edu,uu-housing-rate-calculator,uu-housing-rate-calculator,"Standalone plugin","shortcode/content marker","Legacy plugin","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
venues.utah.edu,uu-informatics-course-search,uu-informatics-course-search,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
venues.utah.edu,uu-law-directory,uu-law-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
venues.utah.edu,uu-marquee-widget,uu-marquee-widget-classic,"Standalone/classic widget",classic_widget_id,"Classic widget usage","Capitol Reef | Zion",2,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
venues.utah.edu,uu-pathify-login,uu-pathify-login,"Standalone plugin",shortcode,"Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
venues.utah.edu,uu-physics-directory,uu-physics-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
venues.utah.edu,uu-unity-forms,uu-unity-forms,"Standalone plugin","page template","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
veterans.utah.edu,utah-banner-widget,utah-banner-widget,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
veterans.utah.edu,utah-columns,utah-columns,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
veterans.utah.edu,utah-simple-link-list,utah-simple-link-list,"Standalone/classic widget",classic_widget_id,"Legacy classic widget","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
veterans.utah.edu,uu-available-technologies,uu-available-technologies,"Standalone plugin","shortcode + page slug","Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
veterans.utah.edu,uu-biology-directory,uu-biology-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
veterans.utah.edu,uu-custom-post-feed,uu-custom-post-feed,"Standalone plugin","shortcode + classic_widget_id","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
veterans.utah.edu,uu-email-signature-form,uu-email-signature-form,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
veterans.utah.edu,uu-housing-rate-calculator,uu-housing-rate-calculator,"Standalone plugin","shortcode/content marker","Legacy plugin","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
veterans.utah.edu,uu-informatics-course-search,uu-informatics-course-search,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
veterans.utah.edu,uu-law-directory,uu-law-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
veterans.utah.edu,uu-marquee-widget,uu-marquee-widget-classic,"Standalone/classic widget",classic_widget_id,"Classic widget usage","Capitol Reef | Zion",2,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
veterans.utah.edu,uu-pathify-login,uu-pathify-login,"Standalone plugin",shortcode,"Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
veterans.utah.edu,uu-physics-directory,uu-physics-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
veterans.utah.edu,uu-unity-forms,uu-unity-forms,"Standalone plugin","page template","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
water.research.utah.edu,utah-banner-widget,utah-banner-widget,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
water.research.utah.edu,utah-columns,utah-columns,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
water.research.utah.edu,utah-simple-link-list,utah-simple-link-list,"Standalone/classic widget",classic_widget_id,"Legacy classic widget","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
water.research.utah.edu,uu-available-technologies,uu-available-technologies,"Standalone plugin","shortcode + page slug","Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
water.research.utah.edu,uu-biology-directory,uu-biology-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
water.research.utah.edu,uu-custom-post-feed,uu-custom-post-feed,"Standalone plugin","shortcode + classic_widget_id","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
water.research.utah.edu,uu-email-signature-form,uu-email-signature-form,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
water.research.utah.edu,uu-housing-rate-calculator,uu-housing-rate-calculator,"Standalone plugin","shortcode/content marker","Legacy plugin","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
water.research.utah.edu,uu-informatics-course-search,uu-informatics-course-search,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
water.research.utah.edu,uu-law-directory,uu-law-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
water.research.utah.edu,uu-marquee-widget,uu-marquee-widget-classic,"Standalone/classic widget",classic_widget_id,"Classic widget usage","Capitol Reef | Zion",2,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
water.research.utah.edu,uu-pathify-login,uu-pathify-login,"Standalone plugin",shortcode,"Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
water.research.utah.edu,uu-physics-directory,uu-physics-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
water.research.utah.edu,uu-unity-forms,uu-unity-forms,"Standalone plugin","page template","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
websites.umc.utah.edu,utah-banner-widget,utah-banner-widget,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
websites.umc.utah.edu,utah-columns,utah-columns,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
websites.umc.utah.edu,utah-simple-link-list,utah-simple-link-list,"Standalone/classic widget",classic_widget_id,"Legacy classic widget","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
websites.umc.utah.edu,uu-available-technologies,uu-available-technologies,"Standalone plugin","shortcode + page slug","Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
websites.umc.utah.edu,uu-biology-directory,uu-biology-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
websites.umc.utah.edu,uu-custom-post-feed,uu-custom-post-feed,"Standalone plugin","shortcode + classic_widget_id","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
websites.umc.utah.edu,uu-email-signature-form,uu-email-signature-form,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
websites.umc.utah.edu,uu-housing-rate-calculator,uu-housing-rate-calculator,"Standalone plugin","shortcode/content marker","Legacy plugin","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
websites.umc.utah.edu,uu-informatics-course-search,uu-informatics-course-search,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
websites.umc.utah.edu,uu-law-directory,uu-law-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
websites.umc.utah.edu,uu-marquee-widget,uu-marquee-widget-classic,"Standalone/classic widget",classic_widget_id,"Classic widget usage","Capitol Reef | Zion",2,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
websites.umc.utah.edu,uu-pathify-login,uu-pathify-login,"Standalone plugin",shortcode,"Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
websites.umc.utah.edu,uu-physics-directory,uu-physics-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
websites.umc.utah.edu,uu-unity-forms,uu-unity-forms,"Standalone plugin","page template","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.biology.utah.edu,utah-banner-widget,utah-banner-widget,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.biology.utah.edu,utah-columns,utah-columns,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.biology.utah.edu,utah-simple-link-list,utah-simple-link-list,"Standalone/classic widget",classic_widget_id,"Legacy classic widget","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.biology.utah.edu,uu-available-technologies,uu-available-technologies,"Standalone plugin","shortcode + page slug","Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.biology.utah.edu,uu-biology-directory,uu-biology-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.biology.utah.edu,uu-custom-post-feed,uu-custom-post-feed,"Standalone plugin","shortcode + classic_widget_id","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.biology.utah.edu,uu-email-signature-form,uu-email-signature-form,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.biology.utah.edu,uu-housing-rate-calculator,uu-housing-rate-calculator,"Standalone plugin","shortcode/content marker","Legacy plugin","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.biology.utah.edu,uu-informatics-course-search,uu-informatics-course-search,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.biology.utah.edu,uu-law-directory,uu-law-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.biology.utah.edu,uu-marquee-widget,uu-marquee-widget-classic,"Standalone/classic widget",classic_widget_id,"Classic widget usage","Capitol Reef | Zion",2,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.biology.utah.edu,uu-pathify-login,uu-pathify-login,"Standalone plugin",shortcode,"Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.biology.utah.edu,uu-physics-directory,uu-physics-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.biology.utah.edu,uu-unity-forms,uu-unity-forms,"Standalone plugin","page template","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.design.utah.edu,utah-banner-widget,utah-banner-widget,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.design.utah.edu,utah-columns,utah-columns,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.design.utah.edu,utah-simple-link-list,utah-simple-link-list,"Standalone/classic widget",classic_widget_id,"Legacy classic widget","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.design.utah.edu,uu-available-technologies,uu-available-technologies,"Standalone plugin","shortcode + page slug","Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.design.utah.edu,uu-biology-directory,uu-biology-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.design.utah.edu,uu-custom-post-feed,uu-custom-post-feed,"Standalone plugin","shortcode + classic_widget_id","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.design.utah.edu,uu-email-signature-form,uu-email-signature-form,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.design.utah.edu,uu-housing-rate-calculator,uu-housing-rate-calculator,"Standalone plugin","shortcode/content marker","Legacy plugin","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.design.utah.edu,uu-informatics-course-search,uu-informatics-course-search,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.design.utah.edu,uu-law-directory,uu-law-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.design.utah.edu,uu-marquee-widget,uu-marquee-widget-classic,"Standalone/classic widget",classic_widget_id,"Classic widget usage","Capitol Reef | Zion",2,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.design.utah.edu,uu-pathify-login,uu-pathify-login,"Standalone plugin",shortcode,"Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.design.utah.edu,uu-physics-directory,uu-physics-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.design.utah.edu,uu-unity-forms,uu-unity-forms,"Standalone plugin","page template","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.ehs.utah.edu,utah-banner-widget,utah-banner-widget,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.ehs.utah.edu,utah-columns,utah-columns,"Standalone/classic widget",classic_widget_id,"Legacy classic widget",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.ehs.utah.edu,utah-simple-link-list,utah-simple-link-list,"Standalone/classic widget",classic_widget_id,"Legacy classic widget","Capitol Reef",1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.ehs.utah.edu,uu-available-technologies,uu-available-technologies,"Standalone plugin","shortcode + page slug","Legacy plugin",Bryce,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.ehs.utah.edu,uu-biology-directory,uu-biology-directory,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.ehs.utah.edu,uu-custom-post-feed,uu-custom-post-feed,"Standalone plugin","shortcode + classic_widget_id","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
www.ehs.utah.edu,uu-email-signature-form,uu-email-signature-form,"Standalone plugin","shortcode/content marker","Legacy plugin",Zion,1,"Inactive on scanned blogs",0,High,"Decommission candidate",,,
